i want to save more in my holiday account,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
i want to see how far along i am in saving for my wedding.,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
i want to see how much is in my gift account.,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
i want to see how much i've saved for christmas thus far.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
i want to see how much i've saved for my emergency funds savings goal.,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
i want to see how much i've saved to pay off my debts.,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
i want to see where my holiday funds goal is currently at,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
i would like the check the status of my savings goal in order to pay off my debts.,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
"i would like to purchase a gift, how much money is in my savings?","[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
i would like to see how my savings are doing after a few months to see where i am in terms of buying the gift for a friend.,"[{'type': 'builtin.datetimeV2', 'entity': 'a few months', 'startIndex': 51, 'endIndex': 62}, {'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buying gift'}]"
i'd like to check the status of my savings goal to pay off my mortgage,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
is my savings goal on track to buy the gift i was wanting to?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
is my savings goal on track to cover my holiday expenses?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
my husband and i are going on holiday's in the summer. how much do i have in my savings?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
please tell me the status of my savings towards my wedding.,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
show status of emergency funds goal.,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
show status of savings goal for christmas.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is my christmas savings?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is my savings goal for my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
what is that status of my savings goal to buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is the status of my buy a gift savings fund,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
what is the status of my gift buying status goal?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
what is the status of my saving goal so i can have money for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is the status of my saving goal so i can have money for july 4th?,"[{'type': 'builtin.datetimeV2', 'entity': 'july', 'startIndex': 61, 'endIndex': 64, 'resolution': {'values': [{'type': 'daterange', 'timex': '2019-07', 'start': '2019-07-01', 'end': '2019-07-31'}]}}, {'type': 'builtin.number', 'entity': '4th', 'startIndex': 66, 'endIndex': 68}]"
what is the status of my savings goal for my holiday?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is the status of my savings goal for my wedding?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
what is the status of my savings goal for the wedding?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
what is the status of my savings goal to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
what is the status of my savings used to pay off debts,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
what's in my gift account?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
what's the status of my goal to pay off my debt?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debt'}]"
what's the status of my saving goals to pay off my mortgage ?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
what's the status of my savings goal for emergency funds ?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
am i meeting my emergency funds savings goal?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
am i meeting my savings goal for my kid's education?,"[{'type': 'saving_category::children_education', 'entity': 'kid education'}]"
am i meeting my savings goal to buy a gift?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
am i meeting my wedding savings goal?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
am i on track to have enough money for my wedding?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
am i on track to have enough money saved for my wedding?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
am i on track to have enough money to meet my savings goal for buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
am i on track to meet my saving goal for paying for my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
am i on track to meet my savings goal for buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
am i on track to meet my savings goal for holiday funds?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
am i on track to meet my savings goal in order to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
am i on track to meet my savings goal of buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
am i on track to meet my savings goal of saving for a holiday?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
am i on track to meet the savings goal i had for buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
am i on track to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
am i on track to purchase the gift i wanted?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
am i on track to save enough money to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
am i on track with my saving goal of buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
am i ready to buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
can i already buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
can you tell my how my savings for christmas are doing?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
check current status of gift savings,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
check goal for house.,"[{'type': 'saving_category::house', 'entity': 'house'}]"
check holiday fund goal.,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
check house account goal.,"[{'type': 'saving_category::house', 'entity': 'house'}]"
check my status for savings goal for christmas.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
check on my christmas goal,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
check on my savings goal for christmas,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
check on my savings goal to pay off debts,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
check status of children education goal.,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
check status of children's education goal,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
check status of gift goal.,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
check status of my emergency funds saving goal,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
check the status of my goal to pay out my debts.,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
check the status of my savings goal for my wedding.,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
check the status of my savings i have to buy a house,"[{'type': 'saving_category::house', 'entity': 'house'}]"
check the status of my savings i have to pay off the mortgage,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
check today's status of my children's education saving goal,"[{'type': 'builtin.datetimeV2', 'entity': 'check today', 'startIndex': 0, 'endIndex': 10}, {'type': 'saving_category::children_education', 'entity': 'children education'}]"
check today's status of my emergency funds saving goal,"[{'type': 'builtin.datetimeV2', 'entity': 'check today', 'startIndex': 0, 'endIndex': 10}, {'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
check today's status of my holiday saving goal,"[{'type': 'builtin.datetimeV2', 'entity': 'check today', 'startIndex': 0, 'endIndex': 10}, {'type': 'saving_category::holiday', 'entity': 'holiday'}]"
check today's status off my children education saving goal,"[{'type': 'builtin.datetimeV2', 'entity': 'check today', 'startIndex': 0, 'endIndex': 10}, {'type': 'saving_category::children_education', 'entity': 'children education'}]"
check wedding account goal.,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
do i have enough money in my emergency fund to meet my savings goal?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency fund'}]"
do i have enough to buy that house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
do i have enough to pay off my debt?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debt'}]"
do i have enough to pay off my debts yet?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
gift savings goal status,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
give me the status of my savings goal for emergency funds.,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
"give me the status of my savings goal, i want to go on holiday","[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
have i met my christmas savings goal?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
ho much have i saved for a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how can i check the status of my child's education savings goal?,"[{'type': 'saving_category::children_education', 'entity': 'child education'}]"
how can i check the status of my christmas savings goal?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
how can i check the status of my gift savings goal?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
how can i check the status of my holiday savings goal?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
how can i check the status of my savings goal for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
how can i check the status of savings goal for my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
how can i pay off debt earlier?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debt'}]"
how cloase am i to acheiving my christmas savings goal?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
how close am i to meeting my savings goal for my kid's education?,"[{'type': 'saving_category::children_education', 'entity': 'kid education'}]"
how close am i to my goal to buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how close am i to paying off my house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how close am i to paying off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'paying mortgage'}]"
how close am i to saving enough to pay off my debts,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
"how close and i to being able to afford a 150,000 dollar house?","[{'type': 'builtin.number', 'entity': '150,000', 'startIndex': 42, 'endIndex': 48}, {'type': 'saving_category::house', 'entity': 'house'}]"
how close to paying off my debts am i?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'paying debts'}]"
how do i check the status of my home savings goal?,"[{'type': 'saving_category::house', 'entity': 'home'}]"
how do o check the status of my savings goal for my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
how is my emergency fund account?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency fund'}]"
how is my savings goal progressing towards purchasing the gift that i am going to buy?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
how much do i have for a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much do i have for emergency funds?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
how much do i have saved for a gift?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
how much do i have saved for a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much do i have saved for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
how much do i have saved for gifts?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gifts'}]"
how much do i have saved for my child's education?,"[{'type': 'saving_category::children_education', 'entity': 'child education'}]"
how much do i have saved for my house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much do i have saved for my new house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much do i have saved to buy a gift?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
how much do i still have to save to go on holiday?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
how much have a sized for my holiday so far?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
how much have i saved for my holidays?,"[{'type': 'saving_category::holiday', 'entity': 'holidays'}]"
how much have i saved so far to buy a house? how much more do i need to save?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much have i saved toward buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much have i saved toward my gift buying goal?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
how much have i saved towards my savings goal of going on holiday?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
how much is in my 529?,"[{'type': 'builtin.number', 'entity': '529', 'startIndex': 18, 'endIndex': 20, 'resolution': {'value': '529'}}]"
how much is in my christmas account,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
how much is in my emergency fund?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency fund'}]"
how much is in my gift account?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
how much is in my home account?,"[{'type': 'saving_category::house', 'entity': 'home'}]"
how much is in my home purchase account?,"[{'type': 'saving_category::house', 'entity': 'home'}]"
how much is in my kids 529?,"[{'type': 'builtin.number', 'entity': '529', 'startIndex': 23, 'endIndex': 25, 'resolution': {'value': '529'}}]"
how much is in my savings account for gifts?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gifts'}]"
how much is in my savings to pay off debts?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
how much is left to pay on my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
how much is left to save to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
how much left before i can buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much money do i have saved for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
how much money do i have saved for my house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much money do i have saved towards my wedding?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
how much money do i have to buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
how much money do i have to go on vacation?,"[{'type': 'saving_category::holiday', 'entity': 'vacation'}]"
how much more do i need to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
how much more do i need to reach my goal for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
how much of my goal have i reached for paying off my mortgage,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'paying mortgage'}]"
how much so i have saved for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
i am saving for the holidays would you be able to let me know how that is going?,"[{'type': 'saving_category::holiday', 'entity': 'holidays'}]"
i have found a realtor and will be shopping for a house in the next few months. could i increase the amount of money i contribute to my savings monthly to save up my down payment quicker?,"[{'type': 'builtin.datetimeV2', 'entity': 'the next few months', 'startIndex': 59, 'endIndex': 77}, {'type': 'expense_categories::shopping', 'entity': 'shopping'}, {'type': 'saving_category::house', 'entity': 'house'}]"
i need to know how much i have saved for buying a gift.,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buying gift'}]"
i need to see how i'm doing saving for my children's education.,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
"i want to buy a house soon, what is the status of my savings goal?","[{'type': 'saving_category::house', 'entity': 'house'}]"
i want to check emergency funds goal status,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
i want to check my buy a gift savings fund,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
i want to check my savings for my wedding,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
i want to check my savings goal for my emergency funds,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
i want to check my savings goal to buy a house,"[{'type': 'saving_category::house', 'entity': 'house'}]"
i want to check my vacation account,"[{'type': 'saving_category::holiday', 'entity': 'vacation'}]"
i want to check on the status of my wedding account?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
i want to check the status of my holiday account,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
i want to check the status of my savings goal for christmas.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
i want to check the status of my savings goal for emergency funds.,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
i want to check the status of my savings goal for the house i want to buy.,"[{'type': 'saving_category::house', 'entity': 'house'}]"
i want to how much i have saved for my children's education,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
i want to know how much i have in my emergency fund?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency fund'}]"
i want to know the status of my savings goal for my wedding.,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
i want to save more $ for a house,"[{'type': 'saving_category::house', 'entity': 'house'}]"
i want to see how far along i am in saving up my emergency funds.,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
i want to see how much i have saved for my child's education,"[{'type': 'saving_category::children_education', 'entity': 'child education'}]"
i want to see how much is in my holiday account and add more,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
i want to see how much i've saved for my wedding.,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
i want to see how much i've saved for the house i want to buy.,"[{'type': 'saving_category::house', 'entity': 'house'}]"
i want to see if i've saved enough to buy a house,"[{'type': 'saving_category::house', 'entity': 'house'}]"
i would like to know what the status is of my savings goal for emergency funds.,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
"i'd like to buy a house, do i have enough savings?","[{'type': 'saving_category::house', 'entity': 'house'}]"
is my savings goal is good to buy a gift ?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
is my savings goal on track for paying off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'paying mortgage'}]"
is my savings goal on track to buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
is my savings goal on track to buy the gift that i was wanting to?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
is my savings goal on track to fund my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
is my savings goal on track to have enough money for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
is my savings goal on track to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
is my savings goal on track to provide for my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
may i know the status of my savings goal for my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
please can i check the status of my savings goal for emergency funds,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
please check my saving goals to spend christmas in new york,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
please tell me the status of my savings so i can save for christmas.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
raising the percentage of savings for emergency funds from the regular income,"[{'entity': 'the percentage', 'type': 'builtin.percentage', 'startIndex': 8, 'endIndex': 21, 'resolution': {'value': 'the%'}}, {'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
savings balance for emergency funds,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
show me day status of goal buy car.,"[{'type': 'builtin.datetimeV2', 'entity': 'day status', 'startIndex': 8, 'endIndex': 17}]"
show me my savings goal and tell me if it can buy me a house,"[{'type': 'saving_category::house', 'entity': 'house'}]"
show me my savings goal and tell me if it's enough for my wedding,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
show status of savings goal for holidays.,"[{'type': 'saving_category::holiday', 'entity': 'holidays'}]"
show status of wedding savings goal.,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
status of house savings goal.,"[{'type': 'saving_category::house', 'entity': 'house'}]"
tell me how much money i have available for christmas gift shopping.,"[{'type': 'expense_categories::shopping', 'entity': 'shopping'}, {'type': 'saving_category::christmas', 'entity': 'christmas'}, {'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
wedding savings goal status,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
we're going on holiday's in december and we will be using our savings to pay for it. do you think we will have enough in the savings account by then?,"[{'type': 'builtin.datetimeV2', 'entity': 'december', 'startIndex': 28, 'endIndex': 35, 'resolution': {'values': [{'type': 'daterange', 'timex': '2019-12', 'start': '2019-12-01', 'end': '2019-12-31'}]}}, {'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is my christmas savings balance,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is my savings for buying a house.,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is my savings goal for buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is my savings goal for emergency funds?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
what is my savings goal? i need to buy a gift.,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
what is my savings so far for the gift?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
what is that status of my savings goal to save for a holiday?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is the amout of my christmas savings compared to my goal.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is the current amount available in our wedding account?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
what is the current status for my christmas savings goal,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is the current status of my savings goal? is it enough to pay off my debts?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
what is the status of my buy a house savings?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is the status of my children's education savings goal?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
what is the status of my christmas savings goal?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is the status of my current savings goal for buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is the status of my emergency fund savings goal?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency fund'}]"
"what is the status of my goal for the holiday,","[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is the status of my goal to buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is the status of my holiday goal savings?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is the status of my holiday savings goal?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is the status of my holiday savings goal? how much more do i need to save?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is the status of my savings goal for buying a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is the status of my savings goal for emergency funds?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
what is the status of my savings goal for my children's education?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
what is the status of my savings goal for the gift i am planning to purchase?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
what is the status of my savings goal so i can pay off debts?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
what is the status of my savings goal to buy a gift?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
what is the status of my savings goal to buy a house?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what is the status of my savings goal to pay off debts?,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
what is the status of my savings goal to save for a holiday?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what is the status of my savings goal to save for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what is the status of the current savings goal i have in place to pay off my mortgage?,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
"what is the status on ,y savings goal for my wedding?","[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
what is the status on my savings goal for my wedding?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
what saving goal status for holiday?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
what's in my emergency fund?,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency fund'}]"
what's the status of my home purchase account?,"[{'type': 'saving_category::house', 'entity': 'home'}]"
what's the status of my savings goal. i need to save for christmas.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
what's the status of my wedding savings goal ?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
what's the status of my wedding savings goal?,"[{'type': 'saving_category::wedding', 'entity': 'wedding'}]"
what's the status of savings goal for children's education,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
whats the status on my holiday savings goal?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
whats the status on my house goal?,"[{'type': 'saving_category::house', 'entity': 'house'}]"
what's the sum of the savings fund for my children's education and how far am i from the goal set?,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
whay does my kids education balance look like,"[{'type': 'saving_category::children_education', 'entity': 'kids education'}]"
i want to save more for a car,"[{'type': 'saving_category::save_for_car', 'entity': 'save car'}]"
i am interested in changing my savings goal in order to pay off my debts.,"[{'type': 'saving_category::pay_off_debts', 'entity': 'pay debts'}]"
change savings goal to pay off mortgage,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
change children's education savings goal.,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
change ny saving goal to buying a home.,"[{'type': 'saving_category::house', 'entity': 'home'}]"
change current saving goal for holiday savings,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
increase savings goal by ten percent.,"[{'entity': 'ten percent', 'type': 'builtin.percentage', 'startIndex': 25, 'endIndex': 35, 'resolution': {'value': '10%'}}, {'type': 'builtin.number', 'entity': 'ten', 'startIndex': 25, 'endIndex': 27, 'resolution': {'value': '10'}}]"
i want to change my savings goal to paying off my mortgage.,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'paying mortgage'}]"
change my savings goal i have to pay the mortgage,"[{'type': 'saving_category::pay_off_mortgage', 'entity': 'pay mortgage'}]"
change savings goal i have to buy a gift,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}, {'type': 'saving_category::buy_a_gift', 'entity': 'buy gift'}]"
"i want to change my savings goal, because i want tot take a holiday.","[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
finbot change my savings percentage so as to pay off my debt first,"[{'entity': 'percentage', 'type': 'builtin.percentage', 'startIndex': 25, 'endIndex': 34, 'resolution': {'value': 'percentage%'}}, {'type': 'saving_category::pay_off_debts', 'entity': 'pay debt'}]"
i want to update my savings goal for emergency funds,"[{'type': 'saving_category::emergency_funds', 'entity': 'emergency funds'}]"
am i on track to meet my savings goal for the gift i am planning to purchase?,"[{'type': 'saving_category::buy_a_gift', 'entity': 'gift'}]"
how do i go about changing my savings goal for christmas?,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
i need to change my savings goal for my children's education.,"[{'type': 'saving_category::children_education', 'entity': 'children education'}]"
i need to change my savings goal for saving for christmas.,"[{'type': 'saving_category::christmas', 'entity': 'christmas'}]"
i need to change my savings goal which i am saving for a holiday. how do i do that?,"[{'type': 'saving_category::holiday', 'entity': 'holiday'}]"
